system:index,date,datetime_UTC,latitude,longitude,radius_km,solar_radiation_J_m2,solar_radiation_kWh_m2,time_UTC,.geo
20260323T06,2026-03-23,2026-03-23 06:00,20.249102,85.800575,5,3304473.882352941,0.9179094117647059,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T07,2026-03-23,2026-03-23 07:00,20.249102,85.800575,5,3247781.364705882,0.9021614901960784,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T08,2026-03-23,2026-03-23 08:00,20.249102,85.800575,5,2814008.988235294,0.7816691633986927,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T09,2026-03-23,2026-03-23 09:00,20.249102,85.800575,5,2686606.376470588,0.7462795490196078,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T10,2026-03-23,2026-03-23 10:00,20.249102,85.800575,5,2010550.5176470587,0.5584862549019608,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T11,2026-03-23,2026-03-23 11:00,20.249102,85.800575,5,1354087.788235294,0.3761354967320261,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T12,2026-03-23,2026-03-23 12:00,20.249102,85.800575,5,500634.2117647058,0.13906505882352937,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T13,2026-03-23,2026-03-23 13:00,20.249102,85.800575,5,34015.17647058823,0.009448660130718952,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T14,2026-03-23,2026-03-23 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T15,2026-03-23,2026-03-23 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T16,2026-03-23,2026-03-23 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T17,2026-03-23,2026-03-23 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T18,2026-03-23,2026-03-23 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T19,2026-03-23,2026-03-23 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T20,2026-03-23,2026-03-23 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T21,2026-03-23,2026-03-23 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T22,2026-03-23,2026-03-23 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260323T23,2026-03-23,2026-03-23 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T00,2026-03-24,2026-03-24 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T01,2026-03-24,2026-03-24 01:00,20.249102,85.800575,5,79530.91176470587,0.02209191993464052,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T02,2026-03-24,2026-03-24 02:00,20.249102,85.800575,5,623609.9352941175,0.17322498202614375,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T03,2026-03-24,2026-03-24 03:00,20.249102,85.800575,5,1339272.8705882353,0.3720202418300654,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T04,2026-03-24,2026-03-24 04:00,20.249102,85.800575,5,2099539.1999999997,0.5832053333333332,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T05,2026-03-24,2026-03-24 05:00,20.249102,85.800575,5,2876711.6588235293,0.7990865718954248,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T06,2026-03-24,2026-03-24 06:00,20.249102,85.800575,5,3278308.435294117,0.9106412320261436,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T07,2026-03-24,2026-03-24 07:00,20.249102,85.800575,5,3394725.223529412,0.94297922875817,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T08,2026-03-24,2026-03-24 08:00,20.249102,85.800575,5,3210397.7411764706,0.8917771503267974,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T09,2026-03-24,2026-03-24 09:00,20.249102,85.800575,5,2701801.6705882354,0.7505004640522877,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T10,2026-03-24,2026-03-24 10:00,20.249102,85.800575,5,1845051.082352941,0.5125141895424836,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T11,2026-03-24,2026-03-24 11:00,20.249102,85.800575,5,1062563.4352941175,0.29515650980392155,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T12,2026-03-24,2026-03-24 12:00,20.249102,85.800575,5,426843.9294117646,0.11856775816993462,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T13,2026-03-24,2026-03-24 13:00,20.249102,85.800575,5,28735.529411764706,0.007982091503267974,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T14,2026-03-24,2026-03-24 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T15,2026-03-24,2026-03-24 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T16,2026-03-24,2026-03-24 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T17,2026-03-24,2026-03-24 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T18,2026-03-24,2026-03-24 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T19,2026-03-24,2026-03-24 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T20,2026-03-24,2026-03-24 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T21,2026-03-24,2026-03-24 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T22,2026-03-24,2026-03-24 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260324T23,2026-03-24,2026-03-24 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T00,2026-03-25,2026-03-25 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T01,2026-03-25,2026-03-25 01:00,20.249102,85.800575,5,92298.31470588235,0.025638420751633986,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T02,2026-03-25,2026-03-25 02:00,20.249102,85.800575,5,710865.6029411764,0.19746266748366012,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T03,2026-03-25,2026-03-25 03:00,20.249102,85.800575,5,1542566.8117647057,0.42849078104575156,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T04,2026-03-25,2026-03-25 04:00,20.249102,85.800575,5,2325811.4588235295,0.6460587385620915,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T05,2026-03-25,2026-03-25 05:00,20.249102,85.800575,5,2924136.070588235,0.812260019607843,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T06,2026-03-25,2026-03-25 06:00,20.249102,85.800575,5,3294781.011764705,0.9152169477124181,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T07,2026-03-25,2026-03-25 07:00,20.249102,85.800575,5,3343580.6117647057,0.9287723921568627,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T08,2026-03-25,2026-03-25 08:00,20.249102,85.800575,5,2953220.2588235294,0.8203389607843137,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T09,2026-03-25,2026-03-25 09:00,20.249102,85.800575,5,2784791.082352941,0.7735530784313724,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T10,2026-03-25,2026-03-25 10:00,20.249102,85.800575,5,1618434.8235294118,0.44956522875816995,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T11,2026-03-25,2026-03-25 11:00,20.249102,85.800575,5,908747.9999999999,0.25243,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T12,2026-03-25,2026-03-25 12:00,20.249102,85.800575,5,345916.3294117647,0.09608786928104575,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T13,2026-03-25,2026-03-25 13:00,20.249102,85.800575,5,22045.62352941176,0.006123784313725489,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T14,2026-03-25,2026-03-25 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T15,2026-03-25,2026-03-25 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T16,2026-03-25,2026-03-25 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T17,2026-03-25,2026-03-25 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T18,2026-03-25,2026-03-25 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T19,2026-03-25,2026-03-25 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T20,2026-03-25,2026-03-25 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T21,2026-03-25,2026-03-25 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T22,2026-03-25,2026-03-25 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260325T23,2026-03-25,2026-03-25 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T00,2026-03-26,2026-03-26 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T01,2026-03-26,2026-03-26 01:00,20.249102,85.800575,5,92313.17058823528,0.025642547385620912,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T02,2026-03-26,2026-03-26 02:00,20.249102,85.800575,5,683966.6705882353,0.18999074183006534,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T03,2026-03-26,2026-03-26 03:00,20.249102,85.800575,5,1441301.4294117645,0.4003615081699346,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T04,2026-03-26,2026-03-26 04:00,20.249102,85.800575,5,2252021.152941176,0.6255614313725489,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T05,2026-03-26,2026-03-26 05:00,20.249102,85.800575,5,2879165.74117647,0.7997682614379084,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T06,2026-03-26,2026-03-26 06:00,20.249102,85.800575,5,3279420.423529411,0.9109501176470587,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T07,2026-03-26,2026-03-26 07:00,20.249102,85.800575,5,3403758.0941176466,0.9454883594771241,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T08,2026-03-26,2026-03-26 08:00,20.249102,85.800575,5,3117057.7882352937,0.865849385620915,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T09,2026-03-26,2026-03-26 09:00,20.249102,85.800575,5,2544723.3176470585,0.706867588235294,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T10,2026-03-26,2026-03-26 10:00,20.249102,85.800575,5,1886983.0823529412,0.5241619673202614,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T11,2026-03-26,2026-03-26 11:00,20.249102,85.800575,5,1164999.1529411762,0.3236108758169934,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T12,2026-03-26,2026-03-26 12:00,20.249102,85.800575,5,390494.0470588235,0.10847056862745098,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T13,2026-03-26,2026-03-26 13:00,20.249102,85.800575,5,32803.83529411764,0.009112176470588235,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T14,2026-03-26,2026-03-26 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T15,2026-03-26,2026-03-26 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T16,2026-03-26,2026-03-26 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T17,2026-03-26,2026-03-26 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T18,2026-03-26,2026-03-26 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T19,2026-03-26,2026-03-26 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T20,2026-03-26,2026-03-26 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T21,2026-03-26,2026-03-26 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T22,2026-03-26,2026-03-26 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260326T23,2026-03-26,2026-03-26 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T00,2026-03-27,2026-03-27 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T01,2026-03-27,2026-03-27 01:00,20.249102,85.800575,5,101621.85882352939,0.028228294117647053,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T02,2026-03-27,2026-03-27 02:00,20.249102,85.800575,5,727527.4705882353,0.20209096405228757,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T03,2026-03-27,2026-03-27 03:00,20.249102,85.800575,5,1559715.082352941,0.43325418954248357,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T04,2026-03-27,2026-03-27 04:00,20.249102,85.800575,5,2340123.905882353,0.6500344183006536,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T05,2026-03-27,2026-03-27 05:00,20.249102,85.800575,5,2949030.670588235,0.8191751862745097,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T06,2026-03-27,2026-03-27 06:00,20.249102,85.800575,5,3342110.5176470587,0.9283640326797385,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T07,2026-03-27,2026-03-27 07:00,20.249102,85.800575,5,3462878.494117647,0.9619106928104575,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T08,2026-03-27,2026-03-27 08:00,20.249102,85.800575,5,3279496.8235294116,0.910971339869281,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T09,2026-03-27,2026-03-27 09:00,20.249102,85.800575,5,2544515.3411764703,0.706809816993464,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T10,2026-03-27,2026-03-27 10:00,20.249102,85.800575,5,1864306.0235294113,0.5178627843137253,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T11,2026-03-27,2026-03-27 11:00,20.249102,85.800575,5,1064274.470588235,0.29563179738562084,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T12,2026-03-27,2026-03-27 12:00,20.249102,85.800575,5,436915.57647058816,0.12136543790849671,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T13,2026-03-27,2026-03-27 13:00,20.249102,85.800575,5,32064.305882352943,0.008906751633986928,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T14,2026-03-27,2026-03-27 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T15,2026-03-27,2026-03-27 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T16,2026-03-27,2026-03-27 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T17,2026-03-27,2026-03-27 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T18,2026-03-27,2026-03-27 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T19,2026-03-27,2026-03-27 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T20,2026-03-27,2026-03-27 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T21,2026-03-27,2026-03-27 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T22,2026-03-27,2026-03-27 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260327T23,2026-03-27,2026-03-27 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T00,2026-03-28,2026-03-28 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T01,2026-03-28,2026-03-28 01:00,20.249102,85.800575,5,105374.71470588235,0.029270754084967317,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T02,2026-03-28,2026-03-28 02:00,20.249102,85.800575,5,729294.6852941175,0.20258185702614376,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T03,2026-03-28,2026-03-28 03:00,20.249102,85.800575,5,1416935.6705882351,0.39359324183006533,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T04,2026-03-28,2026-03-28 04:00,20.249102,85.800575,5,2246416.458823529,0.6240045718954248,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T05,2026-03-28,2026-03-28 05:00,20.249102,85.800575,5,2847848.0,0.7910688888888889,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T06,2026-03-28,2026-03-28 06:00,20.249102,85.800575,5,3294039.576470588,0.9150109934640522,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T07,2026-03-28,2026-03-28 07:00,20.249102,85.800575,5,3339773.647058823,0.9277149019607842,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T08,2026-03-28,2026-03-28 08:00,20.249102,85.800575,5,3240009.9764705882,0.90000277124183,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T09,2026-03-28,2026-03-28 09:00,20.249102,85.800575,5,2517814.9411764704,0.6993930392156862,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T10,2026-03-28,2026-03-28 10:00,20.249102,85.800575,5,1846677.6235294114,0.5129660065359476,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T11,2026-03-28,2026-03-28 11:00,20.249102,85.800575,5,1088792.0705882353,0.30244224183006535,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T12,2026-03-28,2026-03-28 12:00,20.249102,85.800575,5,387197.08235294116,0.10755474509803921,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T13,2026-03-28,2026-03-28 13:00,20.249102,85.800575,5,28165.411764705877,0.007823725490196077,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T14,2026-03-28,2026-03-28 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T15,2026-03-28,2026-03-28 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T16,2026-03-28,2026-03-28 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T17,2026-03-28,2026-03-28 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T18,2026-03-28,2026-03-28 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T19,2026-03-28,2026-03-28 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T20,2026-03-28,2026-03-28 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T21,2026-03-28,2026-03-28 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T22,2026-03-28,2026-03-28 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260328T23,2026-03-28,2026-03-28 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T00,2026-03-29,2026-03-29 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T01,2026-03-29,2026-03-29 01:00,20.249102,85.800575,5,107830.80294117647,0.029953000816993466,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T02,2026-03-29,2026-03-29 02:00,20.249102,85.800575,5,698431.4558823529,0.19400873774509803,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T03,2026-03-29,2026-03-29 03:00,20.249102,85.800575,5,1448243.6588235293,0.4022899052287581,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T04,2026-03-29,2026-03-29 04:00,20.249102,85.800575,5,2104073.2235294115,0.5844647843137254,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T05,2026-03-29,2026-03-29 05:00,20.249102,85.800575,5,2931058.3411764703,0.8141828725490196,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T06,2026-03-29,2026-03-29 06:00,20.249102,85.800575,5,3254309.152941176,0.9039747647058822,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T07,2026-03-29,2026-03-29 07:00,20.249102,85.800575,5,3409594.470588235,0.9471095751633987,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T08,2026-03-29,2026-03-29 08:00,20.249102,85.800575,5,3278479.6705882344,0.9106887973856207,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T09,2026-03-29,2026-03-29 09:00,20.249102,85.800575,5,2808303.552941176,0.7800843202614378,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T10,2026-03-29,2026-03-29 10:00,20.249102,85.800575,5,1921716.5411764702,0.5338101503267972,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T11,2026-03-29,2026-03-29 11:00,20.249102,85.800575,5,1200679.5529411763,0.3335220980392157,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T12,2026-03-29,2026-03-29 12:00,20.249102,85.800575,5,442413.8823529411,0.12289274509803919,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T13,2026-03-29,2026-03-29 13:00,20.249102,85.800575,5,34330.7294117647,0.009536313725490195,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T14,2026-03-29,2026-03-29 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T15,2026-03-29,2026-03-29 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T16,2026-03-29,2026-03-29 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T17,2026-03-29,2026-03-29 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T18,2026-03-29,2026-03-29 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T19,2026-03-29,2026-03-29 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T20,2026-03-29,2026-03-29 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T21,2026-03-29,2026-03-29 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T22,2026-03-29,2026-03-29 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260329T23,2026-03-29,2026-03-29 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T00,2026-03-30,2026-03-30 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T01,2026-03-30,2026-03-30 01:00,20.249102,85.800575,5,97818.61764705881,0.027171838235294114,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T02,2026-03-30,2026-03-30 02:00,20.249102,85.800575,5,671181.694117647,0.18643935947712417,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T03,2026-03-30,2026-03-30 03:00,20.249102,85.800575,5,1439521.7352941176,0.3998671486928104,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T04,2026-03-30,2026-03-30 04:00,20.249102,85.800575,5,2057234.1647058823,0.5714539346405229,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T05,2026-03-30,2026-03-30 05:00,20.249102,85.800575,5,2835448.74117647,0.7876246503267973,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T06,2026-03-30,2026-03-30 06:00,20.249102,85.800575,5,3227397.5176470582,0.8964993104575162,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T07,2026-03-30,2026-03-30 07:00,20.249102,85.800575,5,3383918.9411764704,0.9399774836601307,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T08,2026-03-30,2026-03-30 08:00,20.249102,85.800575,5,3208847.74117647,0.8913465947712417,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T09,2026-03-30,2026-03-30 09:00,20.249102,85.800575,5,2789583.4352941173,0.7748842875816992,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260330T10,2026-03-30,2026-03-30 10:00,20.249102,85.800575,5,2164325.364705882,0.6012014901960784,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
